Company,Location,YC Profile Page,Domain Name,YC Batch,Industries
Invoid,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/invoid,https://www.invoid.co/,W21,"MACHINE LEARNING, B2B, SAAS"
Hudu,"Fort Collins, CO, USA",https://www.ycombinator.com/companies/hudu,https://hudu.com/,W21,"B2B, SAAS"
LiveFlow,"London, UK",https://www.ycombinator.com/companies/liveflow,https://www.liveflow.io/,W21,
Remora,"Detroit, MI, USA",https://www.ycombinator.com/companies/remora,https://www.remoracarbon.com/,W21,CARBON CAPTURE AND REMOVAL
Finary.eu,"Paris, France",https://www.ycombinator.com/companies/finary-eu,https://finary.eu/en,W21,
BimaPe,"Mumbai, Maharashtra, India",https://www.ycombinator.com/companies/bimape,https://bimape.com/,W21,
zingbus,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/zingbus,https://www.zingbus.com/,W21,"TRAVEL, MARKETPLACE"
Greywing,Singapore,https://www.ycombinator.com/companies/greywing,https://grey-wing.com/,W21,"SAAS, HARD TECH"
GimBooks,"Raipur, Chhattisgarh, India",https://www.ycombinator.com/companies/gimbooks,https://gimbooks.com/,W21,"B2B, FINTECH, SAAS"
R2 Capital,Latin America,https://www.ycombinator.com/companies/r2-capital,https://www.r2capital.co/,W21,"FINTECH, B2B"
Measured,"New York, NY, USA",https://www.ycombinator.com/companies/measured,https://trymeasured.com/,W21,"SUBSCRIPTIONS, ECOMMERCE, CONSUMER HEALTH SERVICES"
Rinsed,"New York, NY, USA",https://www.ycombinator.com/companies/rinsed,https://www.stayrinsed.com/,W21,"ECOMMERCE, SUBSCRIPTIONS, B2B"
Purpose,"San Francisco, CA, USA",https://www.ycombinator.com/companies/purpose,https://www.purposebanking.com/,W21,FINTECH
Chatbiz,"Bandung, Bandung City, West Java, Indonesia",https://www.ycombinator.com/companies/chatbiz,https://chatbiz.id/,W21,"B2B, ECOMMERCE, SAAS"
BrioHR,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://www.ycombinator.com/companies/briohr,https://briohr.com/,W21,"B2B, SAAS"
Hyperplane,"Santa Monica, CA, USA",https://www.ycombinator.com/companies/hyperplane,http://www.hyperplane.live/,W21,"GAMING, VIRTUAL REALITY, AUGMENTED REALITY"
Popl,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/popl,https://popl.co/,W21,"HARDWARE, IOT, SAAS"
Hermes Robotics,"San Francisco, CA, USA",https://www.ycombinator.com/companies/hermes-robotics,http://hermes-robotics.com/,W21,"HARD TECH, ROBOTICS, AUTONOMOUS TRUCKING"
Roin Technologies,"San Francisco Bay Area, CA, USA",https://www.ycombinator.com/companies/roin-technologies,https://rointech.com/,W21,"HARD TECH, HARDWARE, ROBOTICS"
Logica,"Omaha, NE, USA",https://www.ycombinator.com/companies/logica,https://logica.cloud/,W21,"FINTECH, FINOPS, SAAS"
Procoto,"St. Petersburg, FL, USA",https://www.ycombinator.com/companies/procoto,https://procoto.com/,W21,"FINTECH, SAAS"
Anima,"London, UK",https://www.ycombinator.com/companies/anima,http://www.animahealth.com/,W21,"SAAS, CONSUMER HEALTH SERVICES, DEEP LEARNING"
Pangea.app,"Providence, RI, USA",https://www.ycombinator.com/companies/pangea-app,https://www.about.pangea.app/,W21,
Kredi,"Monterrey, Nuevo Leon, Mexico",https://www.ycombinator.com/companies/kredi,https://www.kredi.mx/,W21,
weweb.io,"Paris, France",https://www.ycombinator.com/companies/weweb-io,https://www.weweb.io/,W21,"DEVELOPER TOOLS, SAAS"
Mindee,"Paris, France",https://www.ycombinator.com/companies/mindee,https://mindee.com/,W21,"DOCUMENTS, DEEP LEARNING, DEVELOPER TOOLS"
Topkey,"San Francisco, CA, USA",https://www.ycombinator.com/companies/topkey,https://topkey.io/,W21,"HOUSING, PROPTECH, MARKETPLACE"
Udhaar App,"Karachi, Karachi City, Sindh, Pakistan",https://www.ycombinator.com/companies/udhaar-app,https://udhaar.pk/,W21,FINTECH
Lalabox,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/lalabox,https://lalabox.io/,W21,"COMMUNITY, ECOMMERCE, ENTERTAINMENT"
Kodo,"Mumbai, Maharashtra, India",https://www.ycombinator.com/companies/kodo,https://www.kodo.in/,W21,FINTECH
Orbillion Bio,"Berkeley, CA, USA",https://www.ycombinator.com/companies/orbillion-bio,https://www.orbillion.com/,W21,"MACHINE LEARNING, CELLULAR AGRICULTURE, CLEAN MEAT"
Dashlabs.ai,"Manila, Metro Manila, Philippines",https://www.ycombinator.com/companies/dashlabs-ai,https://dashlabs.ai/,W21,"COVID-19, SAAS, B2B"
Prescribe,"Chennai, Tamil Nadu, India",https://www.ycombinator.com/companies/prescribe,https://www.heyprescribe.com/,W21,
Fintoc,"Santiago, Santiago Metropolitan Region, Chile",https://www.ycombinator.com/companies/fintoc,https://fintoc.com/,W21,"DEVELOPER TOOLS, SAAS, FINTECH"
Superpowered,"San Francisco, CA, USA",https://www.ycombinator.com/companies/superpowered,http://superpowered.me/,W21,SAAS
Alinea,"New York, NY, USA",https://www.ycombinator.com/companies/alinea,https://alinea-invest.com/,W21,FINTECH
Lendflow,"Austin, TX, USA",https://www.ycombinator.com/companies/lendflow,https://lendflow.io/,W21,
Parsagon,"San Francisco, CA, USA",https://www.ycombinator.com/companies/parsagon,https://parsagon.io/,W21,"DEVELOPER TOOLS, SAAS"
Emerge,"Santa Monica, CA, USA",https://www.ycombinator.com/companies/emerge,https://www.emergetools.com/,W21,"B2B, DEVELOPER TOOLS"
Pry Financials,"San Francisco, CA, USA",https://www.ycombinator.com/companies/pry-financials,https://www.pry.co/,W21,
Juniper,"New York, NY, USA",https://www.ycombinator.com/companies/juniper,https://www.juniperplatform.com/,W21,
Aviron Interactive,"Toronto, ON, Canada",https://www.ycombinator.com/companies/aviron-interactive,https://www.avironactive.com/,W21,"GAMING, CONSUMER HEALTH SERVICES, SPORTS TECH"
Promoted.ai,"San Francisco, CA, USA",https://www.ycombinator.com/companies/promoted,http://www.promoted.ai/,W21,"MARKETPLACE, B2B, MACHINE LEARNING"
FifthTry,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/fifthtry,https://www.fifthtry.com/,W21,"DOCUMENTS, DEVELOPER TOOLS"
June,"San Francisco, CA, USA",https://www.ycombinator.com/companies/june,http://june.so/,W21,
Per Diem,"New York, NY, USA",https://www.ycombinator.com/companies/per-diem,https://per-diem.co/,W21,
OctiFi,"20 Pioneer Cres, Singapore 628555",https://www.ycombinator.com/companies/octifi,https://www.octifi.com/,W21,
Firstbase.io,"New York, NY, USA",https://www.ycombinator.com/companies/firstbase-io,https://firstbase.io/,W21,
Bimaplan,"Mumbai, Maharashtra, India",https://www.ycombinator.com/companies/bimaplan,https://www.bimaplan.co/,W21,"MICROINSURANCE, FINTECH"
Bueno Finance,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/bueno-finance,https://buenofinance.in/,W21,
Version Story,"San Francisco, CA, USA",https://www.ycombinator.com/companies/version-story,https://versionstory.com/,W21,"B2B, SAAS"
Gridware,"Sacramento, CA, USA",https://www.ycombinator.com/companies/gridware,https://www.gridware.io/,W21,HARDWARE
FanPlay,"Delhi, India",https://www.ycombinator.com/companies/fanplay,https://www.fangame.live/,W21,"ENTERTAINMENT, GAMING"
Expent Inc,"Fremont, CA, USA",https://www.ycombinator.com/companies/expent-inc,https://www.expent.ai/,W21,"MACHINE LEARNING, B2B, SAAS"
Faction,"South San Francisco, CA, USA",https://www.ycombinator.com/companies/faction,http://www.factionmoto.com/,W21,"ELECTRIC VEHICLES, ROBOTICS, AUTONOMOUS DELIVERY"
Remix,"Palo Alto, CA, USA",https://www.ycombinator.com/companies/remix-2,https://remix.so/,W21,COMMUNITY
YourQuote,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/yourquote,https://www.yourquote.in/,W21,SUBSCRIPTIONS
Terapify,"Guadalajara, Jalisco, Mexico",https://www.ycombinator.com/companies/terapify,https://www.terapify.com/,W21,"CONSUMER HEALTH SERVICES, TELEMEDICINE, MENTAL HEALTH TECH"
Cyble,"Atlanta, GA, USA",https://www.ycombinator.com/companies/cyble,https://cyble.com/,W21,"SAAS, SECURITY, ARTIFICAL INTELLIGENCE"
Noya,"San Francisco, CA, USA",https://www.ycombinator.com/companies/noya,https://noyalabs.com/,W21,CARBON CAPTURE AND REMOVAL
Axle Health,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/axle-health,https://www.axlehealth.com/,W21,
Gradia Health,"Palo Alto, CA, USA",https://www.ycombinator.com/companies/gradia-health,https://www.gradiahealth.com/,W21,EDUCATION
Sivo,"San Francisco, CA, USA",https://www.ycombinator.com/companies/sivo,https://sivo.com/,W21,"ARTIFICAL INTELLIGENCE, FINTECH"
Charge Running,"Chicago, IL, USA",https://www.ycombinator.com/companies/charge-running,http://www.chargerunning.com/,W21,"CONSUMER HEALTH SERVICES, SUBSCRIPTIONS, SAAS"
Flok,"San Francisco, CA, USA",https://www.ycombinator.com/companies/flok,https://goflok.com/,W21,TRAVEL
Nebo,"San Francisco, CA, USA",https://www.ycombinator.com/companies/nebo,https://nebohq.com/,W21,"DESIGN TOOLS, DEVELOPER TOOLS"
Prequel,"New York, NY, USA",https://www.ycombinator.com/companies/prequel,https://prequel.co/,W21,"SAAS, DATA ENGINEERING"
Avenue,"New York, NY, USA",https://www.ycombinator.com/companies/avenue,https://avenue.so/,W21,
LiliumX,"London, UK",https://www.ycombinator.com/companies/liliumx,https://www.liliumx.com/,W21,
Finary,"New York, NY, USA",https://www.ycombinator.com/companies/finary,https://about.finary.io/,W21,"COMMUNITY, FINTECH"
ClipDrop,"Paris, France",https://www.ycombinator.com/companies/clipdrop,https://clipdrop.co/,W21,"SAAS, DESIGN TOOLS, COMPUTER VISION"
Fractional,"San Francisco, CA, USA",https://www.ycombinator.com/companies/fractional,https://fractional.app/,W21,"CROWDFUNDING, FINTECH, COMMUNITY"
PingPong,"Orem, UT, USA",https://www.ycombinator.com/companies/pingpong,https://www.getpingpong.com/,W21,SAAS
CashBook,,https://www.ycombinator.com/companies/cashbook,https://cashbookapp.in/,W21,"FINTECH, B2B, SAAS"
Cord,"London, UK",https://www.ycombinator.com/companies/cord,https://cord.tech/,W21,"COMPUTER VISION, MACHINE LEARNING, DEVELOPER TOOLS"
Segments.ai,"Brussels, Belgium",https://www.ycombinator.com/companies/segments-ai,https://segments.ai/,W21,"DEEP LEARNING, DEVELOPER TOOLS, COMPUTER VISION"
Axiom.ai,"London, UK",https://www.ycombinator.com/companies/axiom-ai,https://axiom.ai/,W21,"SAAS, ROBOTIC PROCESS AUTOMATION"
Tachyon,"Mountain View, CA, USA",https://www.ycombinator.com/companies/tachyon,https://www.trytachyon.com/,W21,"SAAS, DATA ENGINEERING, DEVELOPER TOOLS"
Pragmatic Leaders,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/pragmatic-leaders,https://pragmaticleaders.io/,W21,"INCOME SHARE AGREEMENTS, EDUCATION"
PingLend,,https://www.ycombinator.com/companies/pinglend,https://www.getpinglend.com/,W21,
Smartcuts,"New York, NY, USA",https://www.ycombinator.com/companies/smartcuts,https://trysmartcuts.com/,W21,
Weekday,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/weekday,https://weekday.works/,W21,"B2B, RECRUITING"
BeWell Digital,"Coimbatore, Tamil Nadu, India",https://www.ycombinator.com/companies/bewell-digital,http://www.bewelldigital.com/,W21,SAAS
Instamenu,"Austin, TX, USA",https://www.ycombinator.com/companies/instamenu,https://instamenu.cc/,W21,"MARKETPLACE, FINTECH"
Ennerate,"San Francisco, CA, USA",https://www.ycombinator.com/companies/ennerate,https://ennerate.com/,W21,"MACHINE LEARNING, FINTECH"
Fountain9,"Mumbai, Maharashtra, India",https://www.ycombinator.com/companies/fountain9,https://www.fountain9.com/,W21,"SAAS, B2B, ARTIFICAL INTELLIGENCE"
"Spruce Systems, Inc.","New York, NY, USA",https://www.ycombinator.com/companies/spruce-systems-inc,https://www.spruceid.com/,W21,"MARKETPLACE, DOCUMENTS, SAAS"
Brick,"Oakland, CA, USA",https://www.ycombinator.com/companies/brick,https://brick.app/,W21,"HOUSING, PROPTECH, FINTECH"
Clay,"Los Angeles, CA, USA",https://www.ycombinator.com/companies/clay,https://clay3d.io/,W21,"SAAS, DESIGN TOOLS"
CoVerified,"Cambridge, MA, USA",https://www.ycombinator.com/companies/coverified,https://www.coverified.us/,W21,
Krab,"Hyderabad, Telangana, India",https://www.ycombinator.com/companies/krab,https://www.krab.in/,W21,"SAAS, FINTECH"
Wyndly,"New York, NY, USA",https://www.ycombinator.com/companies/wyndly,https://www.wyndly.com/,W21,"TELEMEDICINE, SUBSCRIPTIONS, CONSUMER HEALTH SERVICES"
Curvenote,"Calgary, AB, Canada",https://www.ycombinator.com/companies/curvenote,https://curvenote.com/,W21,"SAAS, DOCUMENTS, DEVELOPER TOOLS"
Splitsub,"Palo Alto, CA, USA",https://www.ycombinator.com/companies/splitsub,https://www.splitsub.com/,W21,"MARKETPLACE, SUBSCRIPTIONS, FINTECH"
Aspen Cloud,,https://www.ycombinator.com/companies/aspen-cloud,https://www.aspen.cloud/,W21,SAAS
Bluelight,"San Francisco, CA, USA",https://www.ycombinator.com/companies/bluelight,https://www.usebluelight.com/,W21,"DATA ENGINEERING, SAAS, B2B"
"Gerald Technologies, Inc","New York, NY, USA",https://www.ycombinator.com/companies/gerald-technologies-inc,https://www.joingerald.com/,W21,FINTECH
Queenly,"San Francisco, CA, USA",https://www.ycombinator.com/companies/queenly,https://queenly.com/,W21,"SUSTAINABLE FASHION, ECOMMERCE, MARKETPLACE"
Moichor,"Berkeley, CA, USA",https://www.ycombinator.com/companies/moichor,https://moichor.com/,W21,COMPUTER VISION
Observa,,https://www.ycombinator.com/companies/observa,https://www.observa.com/,W21,
Debrief,"San Francisco, CA, USA",https://www.ycombinator.com/companies/debrief,https://www.getdebrief.com/,W21,B2B
Furmacy,"El Dorado Hills, CA, USA",https://www.ycombinator.com/companies/furmacy,http://www.furmacy.com/,W21,
Oh My Joy Labs,"San Francisco, CA, USA",https://www.ycombinator.com/companies/oh-my-joy-labs,http://ohmyjoy.io/,W21,"ECOMMERCE, CONSUMER HEALTH SERVICES"
Pibit.ai,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/pibit-ai,https://pibit.ai/,W21,"B2B, SAAS, FINTECH"
GroMo,"Gurugram, Haryana, India",https://www.ycombinator.com/companies/gromo,https://www.gromo.in/,W21,FINTECH
ModernLoop,"San Mateo, CA, USA",https://www.ycombinator.com/companies/modernloop,http://modernloop.io/,W21,RECRUITING
Unfurl,"San Francisco, CA, USA",https://www.ycombinator.com/companies/unfurl,http://unfurlcuisine.com/,W21,
Zerobroker,"San Francisco, CA, USA",https://www.ycombinator.com/companies/zerobroker,https://zerobroker.com/,W21,B2B
Gigs Live,"New York, NY, USA",https://www.ycombinator.com/companies/gigs-live,https://gigs.live/,W21,"SAAS, ENTERTAINMENT"
SigNoz,"Bengaluru, Karnataka, India",https://www.ycombinator.com/companies/signoz,https://signoz.io/,W21,"B2B, SAAS, DEVELOPER TOOLS"
PowerRouter,"Austin, TX, USA",https://www.ycombinator.com/companies/powerrouter,https://www.powerrouter.io/,W21,"B2B, SAAS"
Stacksi,"Reno, NV, USA",https://www.ycombinator.com/companies/stacksi,https://www.stacksi.com/,W21,"SAAS, SECURITY"
Hapi,"San Francisco, CA, USA",https://www.ycombinator.com/companies/hapi,https://imhapi.app/,W21,FINTECH
Finley,"San Francisco, CA, USA",https://www.ycombinator.com/companies/finley,https://www.finleycms.com/,W21,"SAAS, FINTECH"
Spokn,"New York, NY, USA",https://www.ycombinator.com/companies/spokn,https://getspokn.com/,W21,"PODCASTS, B2B"
Marketbase,United States,https://www.ycombinator.com/companies/marketbase,https://www.marketbase.app/,W21,
SBX Robotics,"Toronto, ON, Canada",https://www.ycombinator.com/companies/sbx-robotics,https://www.sbxrobotics.com/,W21,"COMPUTER VISION, ROBOTICS"
MedMe Health,"Toronto, ON, Canada",https://www.ycombinator.com/companies/medme-health,https://www.medmehealth.com/,W21,"B2B, SAAS"
Taloflow,"Santa Monica, CA, USA",https://www.ycombinator.com/companies/taloflow,https://www.taloflow.ai/,W21,"DEVELOPER TOOLS, SAAS"
Quadrant Eye,"San Francisco, CA, USA",https://www.ycombinator.com/companies/quadrant-eye,https://quadranteye.com/,W21,"TELEMEDICINE, CONSUMER HEALTH SERVICES"
Snazzy,"Hyderabad, Telangana, India",https://www.ycombinator.com/companies/snazzy,https://snazzyalign.com/,W21,
Austin Software,"Austin, TX, USA",https://www.ycombinator.com/companies/austin-software,http://www.austinsoftware.com/,W21,B2B
DreamWorld,"San Francisco, CA, USA",https://www.ycombinator.com/companies/dreamworld,https://www.playdreamworld.com/,W21,
Playmaker,"Copenhagen, Denmark",https://www.ycombinator.com/companies/playmaker,http://getplaymaker.app/,W21,
Albedo,"Austin, TX, USA",https://www.ycombinator.com/companies/albedo,https://albedo.com/,W21,
Humaans,"London, UK",https://www.ycombinator.com/companies/humaans,https://humaans.io/,W21,"B2B, SAAS"
authzed,"New York, NY, USA",https://www.ycombinator.com/companies/authzed,https://authzed.com/,W21,"B2B, SAAS, DEVELOPER TOOLS"
Alba Orbital,"Glasgow, UK",https://www.ycombinator.com/companies/alba-orbital,https://www.albaorbital.com/,W21,"HARD TECH, SATELLITES"
oxio,"Quebec City, QC, Canada",https://www.ycombinator.com/companies/oxio,https://oxio.ca/,W21,
The Third Place,"San Francisco, CA, USA",https://www.ycombinator.com/companies/the-third-place,https://www.thethirdplace.is/,W21,"SAAS, COMMUNITY, SUBSCRIPTIONS"
Trestle Biotherapeutics,"San Diego, CA, USA",https://www.ycombinator.com/companies/trestle-biotherapeutics,http://www.trestlebio.com/,W21,
Bristle,"San Francisco, CA, USA",https://www.ycombinator.com/companies/bristle,https://bristlehealth.com/,W21,"TELEMEDICINE, CONSUMER HEALTH SERVICES"
cloud humans,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/cloud-humans,https://www.cloudhumans.com/,W21,"B2B, SAAS, MARKETPLACE"
Neverland,"San Francisco, CA, USA",https://www.ycombinator.com/companies/neverland,http://www.enterneverland.com/,W21,
Runway,"New York, NY, USA",https://www.ycombinator.com/companies/runway,https://runway.team/,W21,"SAAS, B2B"
Atrato,"Guadalajara, Jalisco, Mexico",https://www.ycombinator.com/companies/atrato,https://www.atratopago.com/,W21,FINTECH
Abacum,"Barcelona, Spain",https://www.ycombinator.com/companies/abacum,https://www.abacum.io/,W21,"FINOPS, SAAS"
Chums,"New York, NY, USA",https://www.ycombinator.com/companies/chums,http://www.chums.co/,W21,
Gonddo,"São Paulo, State of São Paulo, Brazil",https://www.ycombinator.com/companies/gonddo,https://gonddo.com.br/,W21,"B2B, ECOMMERCE, MARKETPLACE"
Webiny,"London, UK",https://www.ycombinator.com/companies/webiny,https://www.webiny.com/,W21,"B2B, DEVELOPER TOOLS"
Degrees of Freedom,"Marlboro, VT, USA",https://www.ycombinator.com/companies/degrees-of-freedom,https://www.degreesoffreedom.org/,W21,"VIRTUAL REALITY, NONPROFIT, EDUCATION"
